timestamp,id,category,quantity,price,discount_pct,total,mixed_col,target
2023-01-02 16:00:00,ID1040,,38.0,250.53853987523607,0.019870793355559756,9331.28533222732,2,0
2023-01-02 17:00:00,ID1041,,38.0,347.98072755251,0.013758379921389884,13041.336906905795,2,0
,ID1042, apple,45.0,177.4266192043327,0.18624170532662737,6497.207238302083,2,1
2023-01-02 19:00:00,ID1043,Banana,8.0,468.6408351685751,0.10422402246762426,3358.3776178777543,4,0
2023-01-02 20:00:00,ID1044, apple,27.0,$24.40,0.06273923732355426,617.3973358515535,1,1
2023-01-02 21:00:00,ID1045,Orange,27.0,211.88328569921148,0.1738949803415215,4726.021839241954,three,0
2023-01-02 22:00:00,ID1046,bananna,34.0,$483.95,0.1024689631369635,14768.317354531553,,0
2023-01-02 23:00:00,ID1047,bananna,21.0,276.2460822078032,0.16117902501422102,4866.141168284575,three,0
2023-01-03 00:00:00,ID1048,Banana,30.0,214.61811644251867,0.1380357476950716,5549.79432811403,three,0
2023-01-03 01:00:00,ID1049,,33.0,286.41754045622935,0.1754298317847461,7793.6548639551465,1,0
2023-01-03 02:00:00,ID1050, apple,28.0,290.0826647527519,0.1200901466730844,7146.904659867693,1,0
2023-01-03 03:00:00,ID1051,bananna,47.0,,0.20930027210907953,13644.935225157484,1,0
2023-01-03 04:00:00,ID1052,Orange,33.0,68.20641606412048,0.05402018170478956,2129.2224714718386,2,0
2023-01-03 05:00:00,ID1053,APPLE,5.0,,0.2089504398681237,509.2703593941765,4,0
2023-01-03 06:00:00,ID1054,Apple ,48.0,292.36928611023535,0.12349836430725843,12300.583560093139,2,0
2023-01-03 07:00:00,ID1055,Apple ,19.0,434.2227205688124,0.26229528145632514,6086.234847387206,4,0
,ID1056,Apple ,4.0,$283.12,0.15457081645926327,957.4452112905477,4,0
2023-01-03 09:00:00,ID1057,,35.0,123.10544559621839,0.2919331047810313,3050.8411726751706,three,0
,ID1058, apple,49.0,$341.52,0.18058061866228806,13712.684370447158,null,0
2023-01-03 11:00:00,ID1059,Banana,17.0,371.25483642145036,0.06715471977189617,5887.496472599315,4,0
2023-01-03 12:00:00,ID1060,bananna,,122.92689543996983,0.24653719105333474,4075.317133064878,4,0
2023-01-03 13:00:00,ID1061,APPLE,28.0,191.97579865726595,0.10352478834671602,4818.84325254026,2,0
2023-01-03 14:00:00,ID1062,Orange,30.0,269.4920993976289,0.10428576434480505,7241.6372948118305,2,0
2023-01-03 15:00:00,ID1063,APPLE,29.0,250.79778938812345,0.00954140444554954,7203.739961120127,three,0
2023-01-03 16:00:00,ID1064,Orange,46.0,$197.86,0.1646145927622226,7603.347016370254,1,0
2023-01-03 17:00:00,ID1065,,6.0,152.32941138210887,0.1603270511197569,767.4413163384421,4,0
2023-01-03 18:00:00,ID1066, apple,35.0,54.49251914512237,0.10679744528159583,1703.5500059712697,2,0
2023-01-03 19:00:00,ID1067,Apple ,41.0,31.47522188994761,0.2682651788687777,944.2921502479601,three,0
,ID1068, apple,37.0,479.47804095718317,0.03862451948989317,17055.461984712496,null,0
2023-01-03 21:00:00,ID1069,,24.0,424.33585632731695,0.09902985399304662,9175.534522349,4,0
2023-01-03 22:00:00,ID1070,Banana,29.0,$180.68,0.0964748294040087,4734.168317680845,4,0
2023-01-03 23:00:00,ID1071,Banana,49.0,478.6164381375959,0.027687175868623824,22802.880131422033,,0
,ID1072,,46.0,340.0011026900301,0.14434361821688796,13382.509213180896,1,0
2023-01-04 01:00:00,ID1073,Orange,31.0,$243.85,0.2063354151288249,5999.535975772099,,0
2023-01-04 02:00:00,ID1074,bananna,35.0,,0.15349710406417835,7378.685992354416,three,0
2023-01-04 03:00:00,ID1075,bananna,33.0,46.22578354165353,0.047093304814858114,1453.612334691686,2,0
2023-01-04 04:00:00,ID1076,Orange,21.0,$50.39,0.11318578957262176,938.4840952071925,three,0
,ID1077,Banana,32.0,$303.21,0.0007785073150939681,9695.11067116653,4,0
2023-01-04 06:00:00,ID1078,Banana,23.0,$279.08,0.260490332110676,4746.845448386877,,0
2023-01-04 07:00:00,ID1079,Banana,33.0,110.30030803699333,0.02535510230420458,3547.619870603493,,0
2023-01-04 08:00:00,ID1080, apple,3.0,473.3662987264367,0.17918342467662915,1165.6407125824003,,0
2023-01-04 09:00:00,ID1081,Banana,18.0,391.74154498324526,0.29587709876004453,4965.015477416853,three,0
2023-01-04 10:00:00,ID1082,APPLE,25.0,61.164977998636765,0.16097719379619976,1282.970287045248,4,0
,ID1083,NA,42.0,465.80990731520984,0.27721252773222993,14140.62574955708,2,0
2023-01-04 12:00:00,ID1084,Banana,31.0,487.25286322453303,0.07083495993522129,14034.888111570743,2,0
2023-01-04 13:00:00,ID1085,Orange,3.0,497.98596480501294,0.22798662268127567,1153.3554796393244,three,0
2023-01-04 14:00:00,ID1086,Apple ,40.0,$32.66,0.1593797261920602,1098.059276549815,,0
2023-01-04 15:00:00,ID1087, apple,46.0,369.83260061154937,0.21615481841743944,13335.009091149483,1,0
2023-01-04 16:00:00,ID1088,Orange,24.0,$275.23,0.018702408753372434,6481.940974752635,three,0
2023-01-04 17:00:00,ID1089,Apple ,32.0,354.3865845199538,0.04432172757186801,10837.74588370354,three,0
2023-01-04 18:00:00,ID1090,Orange,47.0,484.4827122671968,0.039935078576243475,21861.338282946814,4,1
2023-01-04 19:00:00,ID1091, apple,,$345.57,0.20614965162099932,6035.363819360981,2,0
2023-01-04 20:00:00,ID1092,APPLE,23.0,$419.30,0.25333220179008864,7200.74008119862,three,0
2023-01-04 21:00:00,ID1093, apple,2.0,434.1000091288665,0.22488486960257623,672.9549703628884,three,0
2023-01-04 22:00:00,ID1094, apple,27.0,420.0479780631726,0.009141645820078247,11237.617301947535,,0
2023-01-04 23:00:00,ID1095,Orange,42.0,$215.92,0.26016449432241695,6709.155199823457,,0
2023-01-05 00:00:00,ID1096,,,115.17532669766011,0.10624400123793763,205.8772782908281,1,0
2023-01-05 01:00:00,ID1097,bananna,26.0,$201.34,0.11914914975122474,4611.171504265169,4,1
,ID1098,Banana,17.0,446.4889698445044,0.03146074995974427,7351.515564075526,1,0
2023-01-05 03:00:00,ID1099,Banana,40.0,77.56938673755262,0.22122156182814573,2416.3746341367914,,1
,ID1100,APPLE,33.0,$259.10,0.054685163542787414,8082.614811796179,2,0
2023-01-05 05:00:00,ID1101,APPLE,9.0,$120.45,0.1691895276056509,900.6243592514511,,0
2023-01-05 06:00:00,ID1102,Banana,43.0,$292.75,0.2522129957633793,9413.206973697039,4,0
2023-01-05 07:00:00,ID1103,bananna,48.0,432.2535683845569,0.026761298613616858,20192.923275082383,,0
2023-01-05 08:00:00,ID1104,Banana,39.0,$440.78,0.16060066920465704,14429.56761005582,4,0
2023-01-05 09:00:00,ID1105,,29.0,122.15917087262898,0.06996492346494036,3294.7571011275627,4,0
2023-01-05 10:00:00,ID1106,bananna,42.0,$454.31,0.10287805928347807,17117.94082800039,4,0
2023-01-05 11:00:00,ID1107,APPLE,26.0,297.98492571653577,0.14219098242916683,6645.9680658753,4,0
2023-01-05 12:00:00,ID1108,Apple ,35.0,178.3580321166552,0.10653129098379142,5577.506224427879,4,0
,ID1109,Orange,25.0,355.5496918136839,0.1946468520874728,7158.576588536981,2,0
2023-01-05 14:00:00,ID1110,,24.0,,0.14387463052627505,5001.658901381652,1,0
2023-01-05 15:00:00,ID1111,,13.0,192.10385711051597,0.17525984541425077,2059.6649425279934,three,0
2023-01-05 16:00:00,ID1112,APPLE,7.0,354.0167603268466,0.22104674261847385,1930.3375603697655,1,0
2023-01-05 17:00:00,ID1113,APPLE,36.0,128.11845644299254,0.1673226797851312,3840.5279873165905,4,0
2023-01-05 18:00:00,ID1114, apple,45.0,168.47500186445376,0.1759606303982277,6247.351544851885,2,0
2023-01-05 19:00:00,ID1115,,20.0,,0.16933756275679238,3655.8062409979225,,0
2023-01-05 20:00:00,ID1116, apple,1.0,130.57267606720367,0.1136317877853868,115.73546944976513,2,0
2023-01-05 21:00:00,ID1117, apple,8.0,$205.58,0.10123405016157543,1478.110718067881,4,0
2023-01-05 22:00:00,ID1118,Orange,46.0,,0.2698942191435037,9668.382568988432,2,0
2023-01-05 23:00:00,ID1119, apple,16.0,371.7820611507808,0.18226656668807184,4864.297940937811,2,0
2023-01-06 00:00:00,ID1120,bananna,14.0,384.761452288743,0.07330594663939635,4991.786097177149,4,0
2023-01-06 01:00:00,ID1121,Banana,12.0,$412.28,0.14947430935468206,4207.869275218916,2,0
2023-01-06 02:00:00,ID1122,Apple ,23.0,373.3847701869325,0.0991045443842742,7736.754781123182,three,1
2023-01-06 03:00:00,ID1123,APPLE,15.0,342.11451641297,0.2801075471279624,3694.2848757549586,three,0
2023-01-06 04:00:00,ID1124,bananna,28.0,122.56570328977261,0.002260308940222422,3424.0826741761384,2,0
2023-01-06 05:00:00,ID1125,Apple ,34.0,203.1103319716523,0.06759983931375847,6438.923609691752,,0
2023-01-06 06:00:00,ID1126,,2.0,241.4688709857127,0.10960704590221729,430.0043627192502,4,0
2023-01-06 07:00:00,ID1127,,32.0,,0.14634294024262137,1257.4355989466249,three,0
,ID1128,,23.0,$266.54,0.25524525535084386,4565.71436765634,,1
2023-01-06 09:00:00,ID1129,bananna,22.0,220.9862366452452,0.02636628736204316,4733.512300589605,2,0
2023-01-06 10:00:00,ID1130,bananna,25.0,402.04407826823336,0.24175946602234302,7621.152914716505,,0
2023-01-06 11:00:00,ID1131,APPLE,22.0,$489.06,0.0166960468070926,10579.69986715214,1,0
2023-01-06 12:00:00,ID1132,Banana,22.0,$280.22,0.25269421058945446,4607.0616280694785,three,0
2023-01-06 13:00:00,ID1133, apple,49.0,164.72976219740391,0.01549064336235385,7946.72161780189,2,0
2023-01-06 14:00:00,ID1134,,42.0,$26.48,0.005472744428508314,1106.214938637225,4,0
2023-01-06 15:00:00,ID1135,Orange,6.0,,0.20908843870992647,2195.721313671186,2,0
2023-01-06 16:00:00,ID1136,Banana,15.0,459.96227906293643,0.29917666043051827,4835.2845073331555,4,0
2023-01-06 17:00:00,ID1137,Orange,43.0,$130.23,0.26898307889220624,4093.6185318900857,2,1
2023-01-06 18:00:00,ID1138,APPLE,37.0,$349.23,0.17279952534169798,10688.633477410149,,0
2023-01-06 19:00:00,ID1139,APPLE,33.0,$42.34,0.27521868392565946,1012.6813615836431,,0
2023-01-06 20:00:00,ID1140,APPLE,8.0,87.27663879508019,0.001590001919281625,697.1029501751005,,0
2023-01-06 21:00:00,ID1141,Apple ,44.0,112.32050776031315,0.2925201488835427,3496.437828734014,1,0
2023-01-06 22:00:00,ID1142,Orange,44.0,150.77450368551777,0.14722463377763534,5657.378434286159,4,0
2023-01-06 23:00:00,ID1143,Banana,5.0,497.9365306395385,0.2168688289865327,1949.7480916506252,,0
2023-01-07 00:00:00,ID1144,Banana,39.0,$349.98,0.24625844194600577,10287.922695563411,1,0
,ID1145,bananna,4.0,195.17990653271386,0.21553718125096608,612.4455185673028,4,0
2023-01-07 02:00:00,ID1146,bananna,6.0,369.8648493922945,0.16051101961347317,1862.9847917829218,2,0
2023-01-07 03:00:00,ID1147,,45.0,458.05089912620764,0.1429858452379236,17665.02468686952,1,0
,ID1148,bananna,32.0,$479.56,0.2515747676107874,11485.218458554302,three,0
2023-01-07 05:00:00,ID1149,APPLE,30.0,33.64262939006516,0.06152326804483773,947.1847465310113,1,0
2023-01-07 06:00:00,ID1150,Banana,47.0,$200.29,0.29039821995127024,6679.87158439812,1,0
2023-01-07 07:00:00,ID1151,Orange,35.0,57.844252638262766,0.21328574365102448,1592.7414369430605,4,0
2023-01-07 08:00:00,ID1152,APPLE,40.0,171.15173207449678,0.05985207820149593,6436.3178088821005,2,0
2023-01-07 09:00:00,ID1153,Apple ,16.0,88.99155242830494,0.22087415510954644,1109.369895581059,three,0
2023-01-07 10:00:00,ID1154,bananna,13.0,325.1899390260183,0.158952006954335,3555.504492494173,,0
2023-01-07 11:00:00,ID1155,APPLE,42.0,,0.21216902869333334,6524.894653590881,,0
2023-01-07 12:00:00,ID1156,APPLE,30.0,118.55039912395009,0.23033385043285162,2737.326876701379,1,0
2023-01-07 13:00:00,ID1157,Apple ,19.0,,0.026187053876902632,2528.1607642883846,4,0
2023-01-07 14:00:00,ID1158, apple,17.0,183.37082212660778,0.1518311869078041,2644.0000135007067,4,0
2023-01-07 15:00:00,ID1159,Banana,19.0,133.67518211286003,0.27960430267708025,1829.6814946262798,,0
2023-01-07 16:00:00,ID1160,Orange,28.0,229.35421918027137,0.09619265764785428,5804.176764248033,null,0
2023-01-07 17:00:00,ID1161,,26.0,20.996395799276982,0.17816492926736963,448.64493509755664,2,0
2023-01-07 18:00:00,ID1162, apple,37.0,143.48293604862812,0.11076914445296883,4720.809797220097,three,1
2023-01-07 19:00:00,ID1163,bananna,26.0,208.5473268317322,0.1362803916657299,4683.286801706831,2,0
,ID1164,APPLE,23.0,303.3770316015328,0.16458093538144594,5829.279987248039,,0
2023-01-07 21:00:00,ID1165,NA,9.0,139.1240330449893,0.16467659396669318,1045.922050298077,2,0
2023-01-07 22:00:00,ID1166,Apple ,12.0,$70.93,0.060519138699070746,799.610616054678,4,0
2023-01-07 23:00:00,ID1167,Banana,1.0,42.719187901585755,0.20537146436394998,33.945885725798355,1,0
,ID1168, apple,1.0,$470.56,0.026360433372797042,458.15900311587313,1,0
2023-01-08 01:00:00,ID1169,,47.0,211.2363335805472,0.04164743203260611,9514.627488541919,,1
2023-01-08 02:00:00,ID1170,Banana,34.0,292.67549748450904,0.0008132698242989011,9942.874093359169,4,0
,ID1171,APPLE,,459.992393158602,0.035008819242504395,14204.435283634735,three,0
2023-01-08 04:00:00,ID1172,Banana,48.0,45.960467917476535,0.14194986031556767,1892.9465239945255,4,0
2023-01-08 05:00:00,ID1173,Orange,25.0,438.9474355332674,0.18183056431675157,8978.334390621561,1,0
2023-01-08 06:00:00,ID1174,Apple ,40.0,,0.23828683498993872,8471.347167700867,1,0
2023-01-08 07:00:00,ID1175,NA,45.0,86.59295926281547,0.03200977503403082,3771.951215277679,4,0
2023-01-08 08:00:00,ID1176,bananna,1.0,208.5712827097577,0.2552182380049364,155.34008743814388,4,0
2023-01-08 09:00:00,ID1177,bananna,16.0,$389.91,0.22379235766461544,4842.456827222054,1,0
2023-01-08 10:00:00,ID1178,,39.0,242.78319052384555,0.12255548788077507,8308.122348237835,null,0
2023-01-08 11:00:00,ID1179,APPLE,5.0,$492.72,0.2798814201299864,1774.0718736349188,,0
2023-01-08 12:00:00,ID1180,Orange,22.0,191.48579011928067,0.2972788429372172,2960.344551861446,,0
2023-01-08 13:00:00,ID1181, apple,29.0,,0.061500543015971174,10234.520989947023,4,0
2023-01-08 14:00:00,ID1182,Banana,3.0,199.52977724453527,0.11376857548914011,530.4886761592771,,0
2023-01-08 15:00:00,ID1183,,12.0,,0.27793482707691336,3599.664912427534,1,0
2023-01-08 16:00:00,ID1184,APPLE,26.0,286.6953272370451,0.21647896522538315,5840.427306007241,1,0
2023-01-08 17:00:00,ID1185,bananna,16.0,$36.44,0.014428393189226306,574.6017395936985,4,0
2023-01-08 18:00:00,ID1186,Banana,37.0,$23.23,0.23445434452542446,657.9041991267577,4,0
2023-01-08 19:00:00,ID1187,NA,22.0,71.25679880631343,0.24838226615324757,1178.273220079456,4,0
2023-01-08 20:00:00,ID1188,Banana,29.0,$11.77,0.22515057742959405,264.4259314834519,three,0
2023-01-08 21:00:00,ID1189, apple,14.0,,0.23986113927585467,450.18333770192044,,0
,ID1190,APPLE,28.0,$347.40,0.24753980300783915,7319.301892145524,4,0
2023-01-08 23:00:00,ID1191,Banana,5.0,,0.05592149603644323,1272.1524216216678,2,0
2023-01-09 00:00:00,ID1192,Orange,47.0,$376.21,0.07070752381949992,16431.446230138557,2,0
2023-01-09 01:00:00,ID1193,,49.0,457.0170473675332,0.19012756911605316,18136.149848240453,1,0
2023-01-09 02:00:00,ID1194,Apple ,30.0,294.6490185011086,0.2723598391387548,6431.953776592641,,1
2023-01-09 03:00:00,ID1195,Orange,46.0,364.4298178155648,0.09485897468894838,15173.577431769005,4,0
2023-01-09 04:00:00,ID1196,Orange,5.0,$379.76,0.176492002738517,1563.657200465827,2,0
2023-01-09 05:00:00,ID1197,,12.0,192.03602189151428,0.20489461902513972,1832.2664921633886,null,0
2023-01-09 06:00:00,ID1198,Apple ,16.0,124.33699200316777,0.13558458038971177,1719.6610098479891,1,0
2023-01-09 07:00:00,ID1199,Orange,26.0,106.49743761072983,0.21413473645659778,2176.008558740984,three,0
